incident_id,agent,original_decision,human_label,run_1_decision,run_1_match,run_2_decision,run_2_match,run_3_decision,run_3_match,run_4_decision,run_4_match,run_5_decision,run_5_match,run_6_decision,run_6_match,run_7_decision,run_7_match,inter_run_consistent,unique_rerun_decisions,image_count
IN26022715143330178675,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715143361519176,cx,No Issue,No Issue,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,Can't Say,False,True,Can't Say,4
IN26022715143361519176,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715155379903463,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,4
IN26022715155379903463,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,2
IN26022715160905372474,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715160905372474,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715170174763368,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715170174763368,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022715175384292810,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715175384292810,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715193144445106,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,3
IN26022715193144445106,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715235729358595,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715235729358595,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022715271940347308,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022715271940347308,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022715295772156698,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022715295772156698,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022715314104230419,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715314104230419,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022715321007651928,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022715321007651928,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022715360919336067,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715360919336067,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022715383359274557,cx,No Issue,No Issue,No Issue,True,Misshipment,False,No Issue,True,No Issue,True,Misshipment,False,No Issue,True,Misshipment,False,False,Misshipment|No Issue,3
IN26022715383359274557,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715394745335135,cx,Can't Say,Can't Say,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,3
IN26022715394745335135,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,2
IN26022715395482991919,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022715395482991919,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715430300384774,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715430300384774,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715453541098366,cx,Misshipment,Misshipment,No Issue,False,Misshipment,True,No Issue,False,No Issue,False,Misshipment,True,Misshipment,True,Misshipment,True,False,Misshipment|No Issue,3
IN26022715453541098366,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715453971410001,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715453971410001,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715474438346914,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022715474438346914,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715493921569745,cx,Misshipment,No Issue,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,True,Multiple Issue,4
IN26022715493921569745,obd,Misshipment,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,2
IN26022715505858298831,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715505858298831,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,2
IN26022715514174273413,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Minor Missing,False,Minor Missing,False,Misshipment,True,False,Minor Missing|Misshipment,3
IN26022715514174273413,obd,Can't Say,No Issue,Can't Say,True,No Issue,False,Can't Say,True,Can't Say,True,Can't Say,True,No Issue,False,No Issue,False,False,Can't Say|No Issue,1
IN26022715514285621185,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022715514285621185,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022715515231538342,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022715515231538342,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022715530473419889,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022715530473419889,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022715540417221952,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022715540417221952,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022715591667574792,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022715591667574792,obd,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022716020234712160,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022716020234712160,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022716021267235887,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,3
IN26022716021267235887,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022716025043140533,cx,No Issue,No Issue,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,3
IN26022716025043140533,obd,No Issue,No Issue,No Issue,True,Can't Say,False,No Issue,True,Can't Say,False,Can't Say,False,No Issue,True,Can't Say,False,False,Can't Say|No Issue,2
IN26022716073536303086,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022716073536303086,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716101832273139,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022716101832273139,obd,Can't Say,Misshipment,Can't Say,True,,,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716111521566052,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022716111521566052,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022716125372797563,cx,No Issue,Misshipment,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,4
IN26022716125372797563,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716211027661687,cx,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022716211027661687,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716223755324017,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Can't Say,False,Can't Say,False,Misshipment,True,Misshipment,True,Can't Say,False,False,Can't Say|Misshipment,4
IN26022716223755324017,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716245487178024,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022716245487178024,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716250030998575,cx,Minor Missing,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,3
IN26022716250030998575,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022716274493419570,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022716274493419570,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022716294976229658,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022716294976229658,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716313832110417,cx,No Issue,Can't Say,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,Multiple Issue,False,True,Multiple Issue,3
IN26022716313832110417,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716314149719381,cx,Misshipment,Minor Damage,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022716314149719381,obd,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022716324126573927,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022716324126573927,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716350438846263,cx,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,3
IN26022716350438846263,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022716415202287582,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022716415202287582,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716425196901747,cx,Multiple Issue,Misshipment,Misshipment,False,Multiple Issue,True,Multiple Issue,True,Multiple Issue,True,Misshipment,False,Misshipment,False,Misshipment,False,False,Misshipment|Multiple Issue,3
IN26022716425196901747,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022716455068867538,cx,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022716455068867538,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022716521283719430,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022716521283719430,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022716595063066977,cx,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022716595063066977,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022717003783849968,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022717003783849968,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022717065609714115,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022717065609714115,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022717095862968928,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717095862968928,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022717101909302055,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717101909302055,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022717111851773531,cx,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022717111851773531,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022717111997416715,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717111997416715,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022717132261101974,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717132261101974,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,2
IN26022717132417350262,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022717132417350262,obd,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,2
IN26022717135757846655,cx,No Issue,Misshipment,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,3
IN26022717135757846655,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022717151389900139,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717151389900139,obd,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022717164526658756,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717164526658756,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022717165539224215,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717165539224215,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022717182095727133,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717182095727133,obd,Misshipment,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,2
IN26022717182747960461,cx,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,4
IN26022717182747960461,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022717200037702095,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717200037702095,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022717213397437772,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717213397437772,obd,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022717233658442469,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717233658442469,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022717274725355113,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717274725355113,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022717292390826359,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717292390826359,obd,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022717333704211445,cx,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,3
IN26022717333704211445,obd,Can't Say,No Issue,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022717360505279834,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,,,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717360505279834,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,2
IN26022717361899669950,cx,Misshipment,Misshipment,No Issue,False,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,No Issue,False,False,Misshipment|No Issue,4
IN26022717361899669950,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,No Issue,False,No Issue,False,Can't Say,True,False,Can't Say|No Issue,1
IN26022717365795654688,cx,Misshipment,No Issue,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717365795654688,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022717405470184553,cx,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,3
IN26022717405470184553,obd,No Issue,Misshipment,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022717422415185411,cx,Can't Say,Can't Say,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,3
IN26022717422415185411,obd,No Issue,No Issue,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,No Issue,True,True,No Issue,2
IN26022717430641205063,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717430641205063,obd,Can't Say,Misshipment,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,1
IN26022717433889137073,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,4
IN26022717433889137073,obd,Can't Say,Can't Say,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,Can't Say,True,True,Can't Say,2
IN26022717445207150441,cx,No Issue,No Issue,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,Misshipment,False,True,Misshipment,4
IN26022717445207150441,obd,Can't Say,No Issue,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
IN26022717484086129470,cx,Misshipment,Misshipment,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,Misshipment,True,True,Misshipment,3
IN26022717484086129470,obd,Can't Say,Misshipment,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,No Issue,False,True,No Issue,1
